user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Unknown_BY606-001R0026_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_949288095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp949288095	92.41	0.659	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_944389225.1, s__CAG-269 sp944389225, 95.0, 92.05, 0.653; GCA_949288175.1, s__CAG-269 sp949288175, 95.0, 90.42, 0.559; GCA_949288185.1, s__CAG-269 sp949288185, 95.0, 90.08, 0.522; GCA_944392665.1, s__CAG-269 sp944392665, 95.0, 90.05, 0.531; GCA_944393375.1, s__CAG-269 sp944393375, 95.0, 90.04, 0.607; GCA_904387305.1, s__CAG-269 sp904387305, 95.0, 89.79, 0.504; GCA_949287075.1, s__CAG-269 sp949287075, 95.0, 89.24, 0.498; GCA_949289635.1, s__CAG-269 sp949289635, 95.0, 89.04, 0.531; GCA_946491915.1, s__CAG-269 sp946491915, 95.0, 89.0, 0.357; GCA_944388805.1, s__CAG-269 sp944388805, 95.0, 88.99, 0.442; GCA_944387505.1, s__CAG-269 sp944387505, 95.0, 88.91, 0.449; GCA_946486515.1, s__CAG-269 sp946486515, 95.0, 87.62, 0.358; GCA_944387445.1, s__CAG-269 sp944387445, 95.0, 87.42, 0.396; GCA_944388795.1, s__CAG-269 sp944388795, 95.0, 87.25, 0.415; GCA_904419495.1, s__CAG-269 sp904419495, 95.0, 85.84, 0.332; GCA_944390535.1, s__CAG-269 sp944390535, 95.0, 85.13, 0.365; GCA_944386365.1, s__CAG-269 sp944386365, 95.0, 84.86, 0.341; GCA_944387545.1, s__CAG-269 sp944387545, 95.0, 84.73, 0.335; GCA_944386675.1, s__CAG-269 sp944386675, 95.0, 84.64, 0.345; GCA_947364715.1, s__CAG-269 sp947364715, 95.0, 84.63, 0.275; GCA_949294555.1, s__CAG-269 sp949294555, 95.0, 84.2, 0.214; GCA_944386205.1, s__CAG-269 sp944386205, 95.0, 84.08, 0.249; GCA_944388685.1, s__CAG-269 sp944388685, 95.0, 83.98, 0.242; GCA_944386145.1, s__CAG-269 sp944386145, 95.0, 83.47, 0.181; GCA_946500615.1, s__CAG-269 sp946500615, 95.0, 83.38, 0.217; GCA_944393395.1, s__CAG-269 sp944393395, 95.0, 81.69, 0.158	74.88	11	0.99047	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0026_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger excrementavium	GCA_019116485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger excrementavium	98.47	0.83	GCA_019116485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger excrementavium	98.47	0.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900545545.1, s__Gemmiger sp900545545, 95.0, 84.88, 0.344; GCA_019116445.1, s__Gemmiger excrementigallinarum, 95.0, 84.63, 0.313; GCF_904374465.1, s__Gemmiger sp904374465, 95.0, 84.4, 0.326; GCA_944388135.1, s__Gemmiger sp944388135, 95.0, 84.33, 0.302; GCF_025152575.1, s__Gemmiger variabilis, 95.0, 84.32, 0.348; GCA_944388215.1, s__Gemmiger sp944388215, 95.0, 83.98, 0.366; GCA_019424695.1, s__Gemmiger sp019424695, 95.0, 83.61, 0.29; GCF_016901605.1, s__Gemmiger formicilis_B, 95.0, 83.4, 0.263; GCA_019116705.1, s__Gemmiger avistercoris, 95.0, 83.08, 0.231; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 82.88, 0.219; GCF_937890665.1, s__Gemmiger sp937890665, 95.0, 82.67, 0.206; GCA_019115045.1, s__Gemmiger excrementipullorum, 95.0, 82.03, 0.2; GCA_944388175.1, s__Gemmiger sp944388175, 95.0, 81.06, 0.186	65.7	11	N/A	N/A
Unknown_BY606-001R0026_bin.52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	GCA_019114965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	96.47	0.843	GCA_019114965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	96.47	0.843	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.71	11	N/A	N/A
Unknown_BY606-001R0026_bin.57	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	GCF_000311845.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	95.31	0.79	GCF_000311845.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	95.31	0.79	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	72.15	11	N/A	N/A
Unknown_BY606-001R0027_bin.10	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.9	0.922	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.9	0.922	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905203475.1, s__UMGS2016 sp905203475, 95.0, 83.27, 0.272; GCA_949288035.1, s__UMGS2016 sp949288035, 95.0, 82.98, 0.298; GCA_900557185.1, s__UMGS2016 sp900557185, 95.0, 82.9, 0.284; GCA_944355255.1, s__UMGS2016 sp944355255, 95.0, 82.89, 0.312; GCA_944332735.1, s__UMGS2016 sp944332735, 95.0, 81.59, 0.221	83.44	11	N/A	N/A
Unknown_BY606-001R0027_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.68	0.972	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.68	0.972	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944385995.1, s__Faecalibacterium sp944385995, 95.0, 89.79, 0.637; GCA_944386015.1, s__Faecalibacterium sp944386015, 95.0, 88.89, 0.556; GCA_904394215.1, s__Faecalibacterium sp904394215, 95.0, 88.65, 0.522; GCA_019119685.1, s__Faecalibacterium faecigallinarum, 95.0, 87.36, 0.389; GCA_019116585.1, s__Faecalibacterium gallistercoris, 95.0, 87.18, 0.433; GCA_019113345.1, s__Faecalibacterium intestinigallinarum, 95.0, 86.98, 0.378; GCA_019112805.1, s__Faecalibacterium avium, 95.0, 86.21, 0.365; GCA_019118985.1, s__Faecalibacterium faecipullorum, 95.0, 85.47, 0.283; GCF_022180365.1, s__Faecalibacterium gallinarum, 95.0, 84.73, 0.207; GCA_944387975.1, s__Faecalibacterium sp944387975, 95.0, 84.48, 0.272	65.14	11	N/A	N/A
Unknown_BY606-001R0027_bin.15	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp944324735	GCA_944324735.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp944324735	97.22	0.842	GCA_944324735.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp944324735	97.22	0.842	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944327085.1, s__Avelusimicrobium sp944327085, 95.0, 90.75, 0.735; GCA_944324655.1, s__Avelusimicrobium sp944324655, 95.0, 86.86, 0.497; GCA_949298795.1, s__Avelusimicrobium sp949298795, 95.0, 86.7, 0.504; GCA_944324095.1, s__Avelusimicrobium sp944324095, 95.0, 84.55, 0.323; GCA_900540405.1, s__Avelusimicrobium sp900540405, 95.0, 82.21, 0.209; GCA_934662565.1, s__Avelusimicrobium sp934662565, 95.0, 81.96, 0.171	80.2	11	N/A	N/A
Unknown_BY606-001R0027_bin.18	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	GCA_019117485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	96.79	0.818	GCA_019117485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinipullorum	96.79	0.818	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_944384735.1, s__Agathobaculum sp944384735, 95.0, 87.52, 0.506; GCF_900625105.1, s__Agathobaculum sp900625105, 95.0, 85.35, 0.381; GCA_019115615.1, s__Agathobaculum merdavium, 95.0, 85.31, 0.364; GCA_019421385.1, s__Agathobaculum sp019421385, 95.0, 84.13, 0.3; GCA_944384725.1, s__Agathobaculum sp944384725, 95.0, 84.07, 0.285; GCF_944380975.1, s__Agathobaculum sp944380975, 95.0, 83.93, 0.27; GCA_944376955.1, s__Agathobaculum sp944376955, 95.0, 83.82, 0.245; GCA_019115185.1, s__Agathobaculum merdipullorum, 95.0, 83.79, 0.307; GCF_944384695.1, s__Agathobaculum sp944384695, 95.0, 83.65, 0.268; GCA_944380945.1, s__Agathobaculum sp944380945, 95.0, 83.28, 0.177; GCA_019418305.1, s__Agathobaculum sp019418305, 95.0, 83.02, 0.24; GCA_019115085.1, s__Agathobaculum pullicola, 95.0, 82.79, 0.214; GCF_944384765.1, s__Agathobaculum sp944384765, 95.0, 81.99, 0.158	76.35	11	N/A	N/A
Unknown_BY606-001R0027_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.7	0.807	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.7	0.807	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548875.1, s__Limisoma sp900548875, 95.0, 88.9, 0.623	89.39	11	N/A	N/A
Unknown_BY606-001R0027_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.28	11	0.85673	N/A
Unknown_BY606-001R0027_bin.34	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114565.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinigallinarum	94.57	0.718	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945871415.1, s__Desulfovibrio sp945871415, 95.0, 93.74, 0.693; GCA_030372365.1, s__Desulfovibrio sp944327285, 95.0, 92.0, 0.599; GCA_905215675.1, s__Desulfovibrio sp905215675, 95.0, 87.6, 0.43; GCA_944324555.1, s__Desulfovibrio sp944324555, 95.0, 85.23, 0.278; GCA_934546745.1, s__Desulfovibrio sp934546745, 95.0, 83.64, 0.201	85.3	11	0.99787	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0027_bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp937894065	GCA_937894065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp937894065	97.93	0.843	GCA_937894065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp937894065	97.93	0.843	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949295065.1, s__Parabacteroides sp949295065, 95.0, 93.75, 0.753	71.46	11	N/A	N/A
Unknown_BY606-001R0027_bin.39	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC101980;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC101980;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.38	11	0.93987	N/A
Unknown_BY606-001R0027_bin.43	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.67	0.916	GCA_900541915.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__URXU01 sp900541915	96.67	0.916	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__URXU01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545025.1, s__URXU01 sp900545025, 95.0, 91.01, 0.75; GCA_947629685.1, s__URXU01 sp947629685, 95.0, 86.52, 0.531; GCA_949285135.1, s__URXU01 sp949285135, 95.0, 86.46, 0.489; GCA_900552005.1, s__URXU01 sp900552005, 95.0, 84.11, 0.238	76.7	11	N/A	N/A
Unknown_BY606-001R0027_bin.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905215575.1, s__Paraprevotella sp905215575, 95.0, 82.49, 0.201; GCF_003477995.1, s__Paraprevotella sp003477995, 95.0, 82.18, 0.292; GCA_018883665.1, s__Paraprevotella stercoravium, 95.0, 81.77, 0.215; GCA_944321345.1, s__Paraprevotella sp944321345, 95.0, 81.45, 0.239	77.99	11	0.97845	N/A
Unknown_BY606-001R0027_bin.46	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.0	0.855	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.0	0.855	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.75, 0.354; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.38, 0.334; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.46, 0.308; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.34, 0.295; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.28, 0.268; GCA_019119845.1, s__Alistipes merdavium, 95.0, 83.25, 0.248; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 82.38, 0.229; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.28, 0.216; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.11, 0.226; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 82.07, 0.192; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 81.96, 0.15; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 81.93, 0.182; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.87, 0.191; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.84, 0.176; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.49, 0.201; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.47, 0.182; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.33, 0.186; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.32, 0.162; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.31, 0.175; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.29, 0.168; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.28, 0.177; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 81.24, 0.157; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 81.24, 0.153; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.22, 0.176; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.18, 0.15; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.1, 0.166; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.08, 0.157; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.84, 0.178; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 80.83, 0.161; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 79.98, 0.165	86.63	11	N/A	N/A
Unknown_BY606-001R0027_bin.49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp902406135	GCA_902406135.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp902406135	97.2	0.849	GCA_902406135.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__Metalachnospira sp902406135	97.2	0.849	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019423725.1, s__Metalachnospira sp019423725, 95.0, 84.54, 0.407	87.77	11	N/A	N/A
Unknown_BY606-001R0027_bin.5	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.65	0.933	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.65	0.933	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000283635.1, s__Streptococcus macedonicus, 95.18, 83.28, 0.2; GCF_004843545.1, s__Streptococcus pasteurianus, 95.21, 82.59, 0.197; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 82.53, 0.186; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3, 82.46, 0.207; GCF_934196125.1, s__Streptococcus sp934196125, 95.0, 82.2, 0.158; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 81.93, 0.179; GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 81.91, 0.196; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 81.89, 0.179; GCF_000187265.1, s__Streptococcus equinus, 95.0, 81.74, 0.175; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 81.58, 0.164; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 81.56, 0.184; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 81.52, 0.161	95.75	11	N/A	N/A
Unknown_BY606-001R0027_bin.51	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.53	0.893	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.53	0.893	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.95	11	N/A	N/A
Unknown_BY606-001R0027_bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	GCA_019114965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	96.52	0.807	GCA_019114965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides intestinipullorum	96.52	0.807	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.64	11	N/A	N/A
Unknown_BY606-001R0027_bin.54	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	94.17	0.778	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 90.78, 0.657; GCA_019118745.1, s__Desulfovibrio gallistercoris, 95.0, 90.56, 0.664; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 89.92, 0.632; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 89.37, 0.582; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 84.67, 0.343	86.0	11	0.99674	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
